objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll2974,welty.jpeg,Murder on the Potomac,Margaret Truman, ,"1995,c1994",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2972,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2975,welty.jpeg,Three for the Chair,Rex Stout, ,1989,Fiction, Note: Back cover contains quote from Ross Macdonald.,Mississippi Department of Archives and History,W2005.1.2973,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2976,welty.jpeg,Henry James: Parisian Sketches,Henry James,Edel Leon,1961,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2974,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2977,welty.jpeg,Oscar Wilde at Oxford,Richard Ellmann, ,1984,Non-fiction," Note: Inside back cover is a light-orange colored paper H: 4 ¼” W: 4” which reads “This Book / Is Presented With the Compliments of / THE UNIVERSITY PRESS OF MISSISSIPPI / 3825 Ridgewood Road / Jackson, Mississippi 39211” printed in brown. The verso is plain. Also inserted is a self-addressed, stamped envelope for Baskerville Publishers, Inc., Dallas, TX. The postage is metered for $0.32 and is not dated. The inserts were left in the book.",Mississippi Department of Archives and History,W2005.1.2975,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2978,welty.jpeg,"Horizon 17, no. 98 (February)", ,Cyril Connolly,1940,Periodical, Note: A label for “The / Holliday Bookshop / [obscured by tape] New York” is inside the back cover at bottom viewer's left corner. Contains story by Evelyn Waugh.,Mississippi Department of Archives and History,W2005.1.2976,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2979,welty.jpeg,Metamagical Themas: Questing for the Essence of Mind and Pattern,Douglas R. Hostadter, ,1985,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2977,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2980,welty.jpeg,Prime Witness,Steve Martini, ,1994,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2978,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2981,welty.jpeg,The Southern Writers Quiz Book,Patti Carr Black, ,1999,, Note: ,Mississippi Department of Archives and History,W2005.1.2979,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2982,welty.jpeg,Flight,Walter White, ,1998,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2980,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2983,welty.jpeg,Easter Weekend,David Bottoms, ,1998,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2981,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2984,welty.jpeg,The Ice Palace,Tarjei Vesaas,Elizabeth Rokkan (translator) Rokkan,1991,Fiction," Note: Translation of: Is-slottet. Inserted between pp. 50-51 is a list printed on gray paper of 21 titles by the publisher in the ""Sun & Moon Classics"" series.",Mississippi Department of Archives and History,W2005.1.2982,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2985,welty.jpeg,"Literatura Vol 39, no. 2 (1994)", ,Anna Kareninová,,, Note: Two stories by or about Eudora Welty appear in this issue.,Mississippi Department of Archives and History,W2005.1.2983,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2986,welty.jpeg,Southern Dogs and Their People,P.S.; Roberta Davis; Gamble, ,2000,Photography," Note: Quote by Eudora Welty is printed on p. 62: ""A dog leaped up from where he'd lain like a stone and began barking for today as if he meant never to stop."" The book also includes other excerpts from LOSING BATTLES.",Mississippi Department of Archives and History,W2005.1.2984,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2987,welty.jpeg,"The Southern California Anthology 16, 1999", ,James Ragan,1999,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.2985,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2988,welty.jpeg,"The Southern Review 36, no. 3 (Summer 2000)", ,Louisiana State University ,2000,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.2986,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2989,welty.jpeg,Laughing Time: Collected Nonsense,William Jay Smith, ,1990,Poetry,"Inscribed on front free endpaper: “For Eudora, / who has known this book / from its beginning / some thirty-five years ago-- / with much love / & gratitude as ever- / Bill / New York- / 1 November 1990”. Note: ",Mississippi Department of Archives and History,W2005.1.2987,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2990,welty.jpeg,The Hidden Life of Dogs,Elizabeth Marshall Thomas, ,1993,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2988,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2991,welty.jpeg,Journey of the Wolf,Douglas Day, ,1988,Fiction,"Inscribed in black ink in script on the biography page is “For Eudora Welty, / with warmest / regards, / Douglas Day / October 1993”. Note: ",Mississippi Department of Archives and History,W2005.1.2989,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2992,welty.jpeg,Undaunted Courage,Stephen E. Ambrose, ,1996,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2990,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2993,welty.jpeg,The Ragged Way People Fall Out of Love,Elizabeth Cox, ,2002,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.2991,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2994,welty.jpeg,On the Gulf,Elizabeth Spencer, ,1991,Fiction,Inscribed on half-title page: “For Eudora / with love from / Elizabeth / (Hoping you get well soon!)” Note: ,Mississippi Department of Archives and History,W2005.1.2992,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2995,welty.jpeg,"Antæus 20th Anniversary Issue, no. 64/65 (Spring/Autumn 1990) ", ,Drew Heinz,1990,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.2993,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2996,welty.jpeg,The 1996 Publication of the Winning Entries in the Eudora Welty Film and Fiction Festival Writers' Contest, ,Charlotte D. ; Charline R. Daley; McCord,1996,, Note: ,Mississippi Department of Archives and History,W2005.1.2994,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2997,welty.jpeg,1992 Banquet of the Golden Plate, ,American Academy of Achievement ,1992,, Note: ,Mississippi Department of Archives and History,W2005.1.2995,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2998,welty.jpeg,The Language of Flowers, E.W.L., ,1990,,"On front endpapers there is drawing and an inscription. 
On front paste-down is the drawing, which drawing depicts a heart that contains “EW” at top part of the heart with a lock drawn between the initials and initialed and dated “dp / 91”. Below the drawing is inscribed, “Fondly, Dawn Podell / Palo Alto, Ca/ 1991”
On the front free endpaper is inscribed: 
“To Eudora Welty, / You have given me / years, nights, days, and / afternoons of pleasure. I will / always treasure the vision of / the tiny ‘Powerhouse of a Woman’ / walking down the aisle at Stanford University / with a real / true ‘pocketbook’. I was in the company of my friend Helen Bowman Moulton, / (orig. near Natchez, La [sic]) who introduced me to your / books. I am forever grateful for her and them. / If you do not have this book, the / writer of the ‘Optimist’s Daughter’ / should! Hearing you read your / work in person has made all / of it more so. Helen cried / when I gave her new / book of snapshots / It gives me confidence / to continue / without / technique” Note: Facsim. ed. of original ms. dated August 8th, 1913, and signed F.W.L. (Father).",Mississippi Department of Archives and History,W2005.1.2996,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll2999,welty.jpeg,Wonderful Tennessee,Brian Friel, ,1993,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.2997,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3000,welty.jpeg,3 Minutes or Less: Life Lessons from America's Greatest Writers, ,PEN/Faulkner Foundation ,2000,Non-fiction," Note: Found inside front cover of book was a business card for Karen Rinaldi, editorial director for Bloomsbury USA publisher. Essays by Eudora Welty appear in the book on p. 12 and p. 219.",Mississippi Department of Archives and History,W2005.1.2998,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3001,welty.jpeg,Laughing Time: Collected Nonsense,William Jay Smith, ,1990,Poetry,"Inscribed on front free endpaper: 
“For Catherine -- / with very best wishes -- / William Jay Smith / ----"" in black ink; 
below this in blue ink is: 
""--and with much love to Catherine / from Eudora Welty / Jackson, Mississippi USA / July 1991. Note: ",Mississippi Department of Archives and History,W2005.1.2999,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3002,welty.jpeg,Yoknapatawpha: The Land of William Faulkner,Alain Desvergnes, ,1990,Photography," Note: Found inside the book was a bookmark with an illustration of William Faulkner's book, ""Sanctuary"", and the heading ""Salute to Sanctuary"" on one side. On the other side, under the heading ""William Faulkner"" is an explanation of the bookmark's commemorating the anniversaries of two books, one of which William Faulkner wrote in New Orleans in what is now Faulkner House Books. The bookmark was printed by Faulkner House Books and Upton Creative Printing Company, both in New Orleans.",Mississippi Department of Archives and History,W2005.1.3000,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3003,welty.jpeg,Eva The Fugitive,Rosamel Del Valle, ,1990,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3001,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3004,welty.jpeg,The American Story, ,Introduction by Charles McGrath ,1993,Fiction," Note: The anthology contains ""No Place for You, My Love"" by Eudora Welty on page 247. Eudora Welty won The REA Award in 1992. Inserts:
1) Found inside the front endpapers was a note on cream paper with ""Compliments of / Michael Rae"" printed on front at center in a script font. The top of the note was folded back to form a square. (This was transferred to Archives.)
2) Between pp. 164 and 165 was a tissue. (The tissue was discarded.)",Mississippi Department of Archives and History,W2005.1.3002,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3005,welty.jpeg,A Silence Opens,Amy Clampitt, ,1994,Poetry," Note: Found in front endpapers was a business card for Ann Close, editor at Knopf.",Mississippi Department of Archives and History,W2005.1.3003,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3006,welty.jpeg,The New Yorker Book of Dog Cartoons, ,The New Yorker Magazine ,1992,Comics, Note: ,Mississippi Department of Archives and History,W2005.1.3004,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3007,welty.jpeg,The American Academy of Arts and Letters 2000-2001, ,National Institute of Arts and Letters ,2001,, Note: ,Mississippi Department of Archives and History,W2005.1.3005,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3008,welty.jpeg,Sportsman's Paradise,Nancy Lemann, ,1999,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3006,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3009,welty.jpeg,A Recent Martyr,Valerie Martin, ,"[2001], c1987",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3007,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3010,welty.jpeg,Dixiana Moon,William Price Fox, ,2001,Humorous Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3008,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3011,welty.jpeg,Such Was the Season,Clarence Major, ,2003,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3009,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3012,welty.jpeg,Babe Ruth's Ghost and Other Historical and Literary Speculations,Louis D. Rubin Jr., ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3010,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3013,welty.jpeg,Rowan's Progress,James McConkey, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3011,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3014,welty.jpeg,Willa Cather: A Life Saved Up,Hermione Lee, ,,Biography, Note: ,Mississippi Department of Archives and History,W2005.1.3012,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3015,welty.jpeg,Loyal Daughters: One Hundred Years at Mississippi University for Women 1884-1984,Bridget Smith; Stephen Robert Pieschel, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3013,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3016,welty.jpeg,Dædalus Supplement to Vol 128 (1999), ,American Academy of Arts and Sciences ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3014,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3017,welty.jpeg,An Impressionist Legacy: The Collection of Sara Lee Corporation,Richard R. Brettell, ,,Exhibition Catalog, Note: ,Mississippi Department of Archives and History,W2005.1.3015,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3018,welty.jpeg,A Worn Path,James Patterson, ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3016,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3019,welty.jpeg,Sign in book for Eudora Welty Other Places Exhibit (Chicago 1999), , ,,Guest Book, Note: ,Mississippi Department of Archives and History,W2005.1.3017,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3020,welty.jpeg,The Optimist's Daughter,Eudora Welty, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3018,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3021,welty.jpeg,Nonsense Books,Edward Lear, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3019,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
